"rec_id","role","reflink","reference"
210,"location","Rand McNally & Company, 1981","Rand McNally & Company, 1981, The new international atlas: San Francisco, Rand McNally & Company, 232 p."
210,"general","Roskill, 1994","Roskill Information Services, 1994, The economics of rare earths & yttrium, 1994, ninth edition: London, Roskill Information Services, 296 p. + appendices."
211,"location","ESCAP, 1998","Economic and Social Commission for Asia and the Pacific, 1998, Geology and mineral resources of Kyrgyzstan: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 13, 153 p."
211,"resource","ESCAP, 1998","Economic and Social Commission for Asia and the Pacific, 1998, Geology and mineral resources of Kyrgyzstan: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 13, 153 p."
211,"general","ESCAP, 1998","Economic and Social Commission for Asia and the Pacific, 1998, Geology and mineral resources of Kyrgyzstan: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 13, 153 p."
212,"location","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
212,"general","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
213,"general","British Sulphur Corporation, 1987","British Sulphur Corporation Limited, 1987, A world survey of phosphate deposits: London, The British Sulphur Corporation Limited, 274 p."
213,"general","Harben and Kuzvart, 1996","Harben, P.W., and Kuzvart, M., 1996, Industrial minerals - a global geology: London, Industrial Minerals Information Ltd., p. 330-340."
213,"general","Notholt and others, 1990","Notholt, A.J.G., Highley, D.E., and Deans, T., 1990, Economic minerals in carbonatites and associted alkaline igneous rock: Transactions of the Institution of Mining and Metallurgy, Section B- Applied Earth Science, v. 99, p. B59-B124."
213,"general","Sage and Watkinson, 1991","Sage, R.P., and Watkinson, D.H., 1991, Alkalic rock-carbonatite complexes of the Superior Structural Province northern Ontario, Canada: Chronique De La Recherche Miniere, no. 504, p. 5-19."
213,"general","Pell, 1996","Pell, Jennifer, 1996, Chapter 13- Mineral deposits associated with carbonatites and related alkaline igneous rocks, in Mitchell, R.H., ed., Undersaturated alkaline rocks: Mineralogy, petrogenesis, and economic potential: Mineralogical Association of Canada Short Course 24, p. 271-310."
213,"location","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
213,"general","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
214,"general","Larsen, 1996","Larsen, A.O., 1996, Rare earth minerals from the syenite pegmatites in the Oslo Region, Norway, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals-- chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 151-166."
214,"general","M�ller, 1989a","M�ller, P., 1989a, Rare earth mineral deposits and their industrial importance, in"
214,"location","Rand McNally & Company, 1981","Rand McNally & Company, 1981, The new international atlas: San Francisco, Rand McNally & Company, 232 p."
215,"general","King, 1991","King, J.K., 1991, Rare earth elements and yttrium in Wyoming: Geological Survey of Wyoming Mineral Report 91-3, 125 p."
216,"general","Belolipetskii and Voloshin, 1996","Belolipetskii, A.P., and Voloshin, A.V., 1996, Yttrium and rare earth element minerals of the Kola Peninsula, Russia, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals-- chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 311-326. Berning, J., 1986, The Roessing uranium deposit, South West Africa/Namibia, in Anhaeusse, C.R., and Maske, S., eds., Mineral deposits of Southern Africa: Johannesburg, South Africa, Geological Society of South Africa, p. 1819-1832. Bossi, Jorge, 1978, Recursos minerales del Uruguay: Montevideo, Uruguay, 348 p."
216,"location","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
216,"general","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
217,"general","Castor, 1994","Castor, S.B., 1994, Rare earth minerals, in Carr, D.D., ed., Industrial minerals and rocks, 6th edition: Littleton, Colorardo, Society for Mining, Metallurgy, and Exploratin, Inc., p. 827-839."
217,"general","Howse and Wardle, 2001","Howse, A.F., and Wardle, R.J., 2001, Industrial rocks and minerals in Newfoundland and Labrador: achievements and aspirations, in Dunlop, Susan, and Simandl, G.J., eds., Industrial Minerals in Canada: Canadian Institute of Mining, Metallurgy and Petroleum Special Volume 53, p.263-274."
217,"location","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
217,"general","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
218,"general","Moreau and others, 1996","Moreau, Christian, Ohnenstetter, Daniel, Demaiffe, Daniel, and Robineau, Bernard, 1996, The Los Archipelago nepheline syenite ring-structure: a magmatic marker of the evolution of the central and equitorial Atlantic: The Canadian Mineralogist, v. 34, p. 281-299."
218,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
218,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
219,"general","Castor, 1994","Castor, S.B., 1994, Rare earth minerals, in Carr, D.D., ed., Industrial minerals and rocks, 6th edition: Littleton, Colorardo, Society for Mining, Metallurgy, and Exploratin, Inc., p. 827-839."
219,"general","Chakhmouradian, 1996","Chakhmouradian, A.R., 1996, On the development of niobium and rare-earth minerals in monticellite-calcite carbonatite of the Oka Complex, Quebec: The Canadian Mineralogist, v. 34, p. 479-484."
219,"general","Belolipetskii and Voloshin, 1996","Belolipetskii, A.P., and Voloshin, A.V., 1996, Yttrium and rare earth element minerals of the Kola Peninsula, Russia, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals-- chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 311-326. Berning, J., 1986, The Roessing uranium deposit, South West Africa/Namibia, in Anhaeusse, C.R., and Maske, S., eds., Mineral deposits of Southern Africa: Johannesburg, South Africa, Geological Society of South Africa, p. 1819-1832. Bossi, Jorge, 1978, Recursos minerales del Uruguay: Montevideo, Uruguay, 348 p."
219,"location","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
219,"general","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
219,"general","Hedrick and Templeton, 1991","Hedrick, J.B., and Templeton, D.A., 1991, Rare-earth minerals and metals: U.S. Bureau of Mines Minerals Yearbook, 1989, p. 825-844."
219,"general","Mariano, 1989","Mariano, A.N., 1989, Economic geology of rare earth minerals, in Lipin, B.R., and McKay, G.A., eds., Geochemistry and mineralogy of the rare earth elements: Washington, D.C., Mineralogical Society of America Reviews in Mineralogy 21, p. 309-348."
220,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
221,"location","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
221,"general","Kogarko and others, 1995","Kogarko, L.N., Kononova, V.A., Orlova, M.P., and Wooley, A.R., 1995, Alkaline rocks and carbonatites of the world; Part two, Former USSR: London, Chapman and Hall, 226 p."
222,"resource","Wu and others, 1996","Wu, C., Yuan, Z., and Bai, G., 1996, Rare earth deposits in China, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals-- chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 281-310."
222,"general","Wall and Mariano, 1996","Wall, F., and Mariano, A.N., 1996, Rare earth mienrals in carbonatites: a discussion centred on the Kangankunde Carbonatite, Malawi, in Jones, A.P.,"
222,"general","Wu and others, 1996","Wu, C., Yuan, Z., and Bai, G., 1996, Rare earth deposits in China, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals-- chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 281-310."
223,"location","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
223,"general","Woolley, 2001","Woolley, A.R., 2001, Alkaline rocks and carbonatites of the world-- Part 3: Africa: London, The Geological Society, 372 p."
224,"general","Mariano, 1994a","Mariano, A.N., 1994a, Field trip report on carbonatites in the Mianning district of Sichuan, China: confidential report to AMR Technologies Inc. Mariano, A.N., 1994b, Preliminary evaluation of the bastnaesite-bearing carbonatite occurrences south of Mianning, Sichuan, China: confidential report to AMR Technologies Inc."
224,"general","Zhang Peishan and others, 1995","Zhang Peishan, Yang Zhuming, Tao Kejie, and Yang Zueming, 1995, Mineralogy and geology of rare earths in China: Beijing, China, Science Press, 209 p."
224,"general","Wu and others, 1996","Wu, C., Yuan, Z., and Bai, G., 1996, Rare earth deposits in China, in Jones, A.P., Wall, Frances, and Williams, C.T., eds., Rare earth minerals-- chemistry, origin and ore deposits: New York, Chapman and Hall, The Mineralogical Society Series 7, p. 281-310."
225,"general","M�ller, 1989a","M�ller, P., 1989a, Rare earth mineral deposits and their industrial importance, in"
226,"location","Armbrustmacher, 1989","Armbrustmacher, T.J., 1989, Minor element content, including radioactive elements and rare-earth elements, in rocks from the syenite complex at Roy Creek, Mount Prindel area, Alaska: U.S. Geological Survey Open-File Report 89-146, 11p."
226,"general","Armbrustmacher, 1989","Armbrustmacher, T.J., 1989, Minor element content, including radioactive elements and rare-earth elements, in rocks from the syenite complex at Roy Creek, Mount Prindel area, Alaska: U.S. Geological Survey Open-File Report 89-146, 11p."
226,"resource","Nokleberg and others, 1996","Nokleberg, Warren J.; Bundtzen, Thomas K.; Dawson, Kenneth M.; Eremin, Roman A.; Goryachev, Nikolai A.; Koch, Richard D.; Ratkin, Vladimir V.; Rozenblum, Ilya S.; Shpikerman, Vladimir I.; Frolov, Yuri F.; Gorodinsky, Mary E.; Melnikov, Vladimir D.; Ognyanov, Nikolai V.; Petrachenko, Eugene D.; Pozdeev, Anany I.; Ross, Katherina V.; Wood, Douglas H.; Grybeck, Donald; Khanchuk, Alexander I.; Kovbas, Lidiya I.; Nekrasov, Ivan Ya.; Sidorov, Anatoly A., 1996, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-A."
226,"general","Mariano, 1981b","Mariano, A.N., 1981b, Rare earth mineralization in Mount Prindle, Alaska: unpublished report to MAPCO INC., 35 p."
226,"general","Mariano, 1989","Mariano, A.N., 1989, Economic geology of rare earth minerals, in Lipin, B.R., and McKay, G.A., eds., Geochemistry and mineralogy of the rare earth elements: Washington, D.C., Mineralogical Society of America Reviews in Mineralogy 21, p. 309-348."
226,"general","Nokleberg and others, 1996","Nokleberg, Warren J.; Bundtzen, Thomas K.; Dawson, Kenneth M.; Eremin, Roman A.; Goryachev, Nikolai A.; Koch, Richard D.; Ratkin, Vladimir V.; Rozenblum, Ilya S.; Shpikerman, Vladimir I.; Frolov, Yuri F.; Gorodinsky, Mary E.; Melnikov, Vladimir D.; Ognyanov, Nikolai V.; Petrachenko, Eugene D.; Pozdeev, Anany I.; Ross, Katherina V.; Wood, Douglas H.; Grybeck, Donald; Khanchuk, Alexander I.; Kovbas, Lidiya I.; Nekrasov, Ivan Ya.; Sidorov, Anatoly A., 1996, Significant metalliferous and selected non-metalliferous lode deposits and placer districts for the Russian Far East, Alaska, and the Canadian Cordillera: U.S. Geological Survey Open-File Report 96-513-A."
226,"general","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
227,"general","Mariano, 1989","Mariano, A.N., 1989, Economic geology of rare earth minerals, in Lipin, B.R., and McKay, G.A., eds., Geochemistry and mineralogy of the rare earth elements: Washington, D.C., Mineralogical Society of America Reviews in Mineralogy 21, p. 309-348."
227,"location","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
227,"general","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
228,"location","Woolley, 1987","Woolley, A.R., 1987, Alkaline rocks and carbonatites of the world; Part 1, North and South America: London, United Kingdom, British Museum of Natural History, 216 p."
